pdf_name,title,author,author_place,journal,volume,year,pages
Palmisano_PhD_2015.pdf,Spatial Approaches to the Political and Commercial Landscape of the Old Assyrian Colony Period,Alessio Palmisano,London,,,2015,
Papazian_Eg_econ_diss_2005.pdf,Domain of Pharaoh: The Structure and Components of the Economy of Old Kingdom Egypt,Hratch Papazian,"Chicago, Illinois",,,2005,
Pardee Rev of Tropper.pdf,Ugaritische Grammatik,Josef Tropper,Münster,Archiv für Orientforschung,50,2003/2004,
"Parker, Barbara - Middle Assyrian Seal Impressions from Tell al Rimah 35.pdf",Middle Assyrian Seal Impressions from Tell al Rimah,Barbara Parker,,Iraq,39,1977,257-268
Parpola_assyrianidentity.pdf,ASSYRIAN IDENTITY IN ANCIENT TIMES AND TODAY,Simo Parpola,Helsinki,,,2004,
Paulus_1995_CKLR79_romfamlaw.pdf,CHANGES IN THE POWER STRUCTURE WITHIN THE FAMILY IN THE LATE ROMAN REPUBLIC,CHRISTOPH G. PAULUS,,Chi.-Kent L. Rev.,70,1994-1995,
Petrie Arthribis.pdf,"British School of Archaeology in Egypt, and Egyptian Research Account",W. M. Flinders Petrie,London,British School of Archaeology in Egypt,14,1908,1–15
Poebel BE 6 2.pdf,"Sechsundzwanzig Altbabylonische Rechtsurkunden aus der Zeit Hammurabis uncl Ammixadugas in Umschrift, Uebersetzung und Kommentar, mit 8 Kopien",Arno Poebel,Eisenach,The Babylonian Expedition of the University of Pennsylvania,,1909,
"Postgate, J. N. - Excavations at Abu Salabikh, 1976 36.pdf","Excavations at Abu Salabikh, 1976",J. N. Postgate,,Iraq,39,1977,269-299
"Postgate, J. Nicholas - Bronze_Age_Bureaucracy.2013.pdf",Bronze Age bureaucracy: writing and the practice of government in Assyria,Nicholas Postgate,Cambridge,Cambridge University Press,,2013,
"Postgate, Nicholas - The Land of Assur & the Yoke of Assur (2008).pdf",The Land OF Assur & THE Yoke OF Assur,Nicholas Postgate,Oxford,,,2007,
"Powell, M. A. - Sumerian Merchants and the Problem of Profit 06.pdf",Sumerian Merchants and the Problem of Profit,Marvin A. Powell,,Iraq,39,1977,23-29
Pruzsinszky_2003_SCCNH13_Personnennamen_Texte_aus_Emar.pdf,DIE PERSONENNAMEN DER TEXTE AUS EMAR,Pruzsinszky,,,,2003,
Pulleyblank_1958_JESHO1_rev_Wittfogel_OrDespot.pdf,Oriental Despotism (Book Review),"PULLEYBLANK, E. G., Karl A. Wittfogel",,Journal of the Economic and Social History of the Orient,1,1958,348
RGTC 12-2 Emar.pdf,Die Orts- und Gewässernamen der Texte aus Emar (nach RGTC 12.2),Juan-Antonio Belmonte Marín,Universidad de Castilla-La Mancha,,,2007,
RGTC-10 Fincke (1993).pdf,Repertoire Geographique des Textes Cuneiformes,Wolfgang Röllig,Tübingen,Beihefte zum Tübinger Atlas des Vorderen Orients,10,1993,1–440
RGTC-12_2 Belmonte.pdf,Repertoire Geographique des Textes Cuneiformes XII/2 Die Orts- und Gewassernamen der Texte aus Syrien im 2. Jt. v. Chr.,Juan Antonio Belmonte Marin,Wiesbaden,Beihefte zum Tubinger Atlas des Vorderen Orients,2-Dec,2001,365–411
Radau BE 17 1.pdf,LETTERS TO CASSITE KINGS,Hugo Radau,PHILADELPHIA,THE BABYLONIAN EXPEDITION OF THE UNIVERSITY OF PENNSYLVANIA,XVII,1908,41
Radau BE 29 1.pdf,Miscellaneous Sumerian Texts from the Temple Library of Nippur,Hugo Radau,,,,1911,374–457
Radau BE 30 1.pdf,Sumerian Hymns and Prayers to God Dumu-21 or Babylonian Lenten Songs,Hugo Radau,München,,XXX,1913,
"Ragavan, Deena - Cuneiform Texts and Fragments in the Harvard Art Museum. cdlj 2010.1 1-17.pdf",Cuneiform Texts and Fragments in the Harvard Art Museum / Arthur M. Sackler Museum,Deena Ragavan,Harvard University,Cuneiform Digital Library Journal,1,2010,1–17
"Rahul Oka, R. & C. M. Kusimba - The Archaeology of Trading Systems, Part 1- Towards a New Trade Synthesis. JAR 2008 16, 339-395.pdf","The Archaeology of Trading Systems, Part 1: Towards a New Trade Synthesis",Rahul Oka Æ Chapurukha M. Kusimba,Chicago,J Archaeol Res,16,2008,339–395
Ranke BE 6 1.pdf,Die altbabylonischen Verträge aus Warka,I. N. Strassmaier,Berlin,Verhandlungen des 5. internationalen Orientalisten-kongresses,,1882,315-364 and pl. 1-144
"Reade, J.E. - A Monument of Erisum I from Assur. RA 94, 2001 177-177.pdf",A MONUMENT OF ERIŠUM I FROM AŠŠUR,J. E. READE,,Revue d’assyriologie et d’archéologie orientale,95,2001,177–178
Reimer_2001_Science294_Radiocarbon_twist.pdf,Radiocarbon dating and its calibration,"D. S. Reich, F. Mechler, J. D. Victor",,Science,294,2001,2566
"Reiner, Erica - Who Is Afraid of Old Assyrian. PIHANS 89, 2001 389-394.pdf",WHO IS AFRAID OF OLD ASSYRIAN?,Erica Reiner,Chicago,VEENHOF ANNIVERSARY VOLUME,,2001,390
"Renger, Johannes ed - Assur -- Gott, Stadt und Land. CDOG 5, 2011.pdf","Assur — Gott, Stadt und Land",Johannes Renger,Wiesbaden,Colloquien der Deutschen Orient-Gesellschaft,5,2011,1-441
Review of OA Copper Trade.pdf,Der Old Assyrian Copper Trade in Anatolia,Jan Gerrit Dercksen,Istanbul,Nederlands Historisch-Archaeologisch Instituut te Istanbul,,1996,279 pp.
Review of State and Economy in Egypt.pdf,State and Economy in Ancient Egypt: Fiscal Vocabulary of the New Kingdom,David A. Warburton,Fribourg,Orbis Biblicus et Orientalis,151,1997,379 pp.
Rosen_1977_Studies in Old Assyrian Loan Contracts.pdf,STUDIES IN OLD ASSYRIAN LOAN CONTRACTS,Bruce L. Rosen,,,,1977,
"Rouault, O. - L'Approvisionnement et la circulation de la laine a Mari 22.pdf",L'Approvisionnement et la circulation de la laine a Mari. D'Après une nouvelle lettre du roi à Mukannišum,O. Rouault,,Iraq,39,1977,147-153
Sanders_2006_OIS2_Margins_Writing.pdf,"Margins of Writing, Origins of Cultures",Seth L. Sanders,Chicago,Oriental Institute Seminars,2,2006,
Sandowicz_2005_RO57_rev_vanDriel_Elusive_Silver.pdf,Elusive silva,G. van Drie,,Uitgaven van het Nederlands Instituut voor het Nabije Oosten te Leiden,XCv,2002,345 pp.
Saskova_K_ed_Climb_the_Wall_of_Uruk_Essa.pdf,Essays in Honor of Petr Charvát,Kateřina Šašková,Plzeň,,,2020,
"Sauren, H. - Der handel zur zeit gudea's von lagasch, idealbild oder realität 12.pdf","Der handel zur zeit gudea's von lagasch, idealbild oder realität",H. Sauren,,Iraq,39,1977,71-72
Sazonov_Vladimir_2012_Einige_Bemerkungen.pdf,Einige Bemerkungen zur altassyrischen Königstitulatur,Vladimir Sazonov,Tartu,,,2012,
Schorr_Urkunden_Altbabylonischen_Zivil_und_Prozessrechts.pdf,Altbabylonische Rechtsurkunden,Schorr,,Vorderasiatische Bibliothek,,1913,327 Urkunden
Schramm - Akkadische Logogramme.pdf,Akkadische Logogramme,Wolfgang Schramm,Göttingen,Göttinger Arbeitshefte zur Altorientalischen Literatur,4,2003,1–180
"Shi, Xiaowen_2015_KIM1_Subartu35.pdf",Proceedings of the 1st Kültepe International Meeting,Fikri Kulakoğlu & Cécile Michel,Kültepe,Subartu,XXXV,2013,1-249
"Smith, S. - Cuneiform Texts from Cappadocian Tablets in the British Museum, CCT 1, 1921.pdf",Cuneiform Texts from Cappadocian Tablets in the British Museum. Part I. (Plates 1-50.),E. A. Wallis Budge,London,,,1921,
"Snell, D. - The Activities of Some Merchants of Umma 08.pdf",The Activities of Some Merchants of Umma,Daniel C. Snell,,Iraq,39,1977,45-50
"Soldt, W.H. van ed. - Veenhof Anniversary Volume. PIHANS 89, 2001.pdf",Veenhof Anniversary Volume - Studies Presented to Klaas R. Veenhof on the Occasion of his Sixty-Fifth Birthday,"W.H. van Soldt, J.G. Dercksen, N.J.C. Kouwenberg, Th.J.H. Krispijn",Leiden,Nederlands Instituut voor het Nabije Oosten,89,2001,1–361
Soysal_2005_ZA95_althethitischen_GeschichteIII.pdf,Beiträge zur althethitischen Geschichte (III),Og˘uz Soysal,Chicago,Zeitschrift für Assyriologie,95,2005,121–144
"Spar, Ira ed. - Tablets, Cones, and Bricks of the Third and Second Millennia B.C., Pt. 1-2. CTMMA 1, 1988.pdf","Cuneiform texts in The Metropolitan Museum of Art, Volume I",Ira Spar,New York,The Metropolitan Museum of Art,1,1988,
Stein 2008 TUBA-AR.pdf,A THEORETICAL MODEL FOR POLITICAL ECONOMY AND SOCIAL IDENTITY IN THE OLD ASSYRIAN COLONIES OF ANATOLIA,Gil J. STEIN,Chicago,TÜBA-AR,XI,2008,
Stein Tüba-Ar 2008.pdf,A THEORETICAL MODEL FOR POLITICAL ECONOMY AND SOCIAL IDENTITY IN THE OLD ASSYRIAN COLONIES OF ANATOLIA,Gil J. STEIN,Chicago,TÜBA-AR,XI,2008,
"Stein, Gil - From Passive Periphery to Active Agents. AmAnthro NS 104 3, 2002 pp. 903-916.pdf",From Passive Periphery to Active Agents: Emerging Perspectives in the Archaeology of Interregional Interaction,GIL J. STEIN,,American Anthropologist,104,2002,903-916
"Stein, Gil - Hetrogeneity.pdf","Heterogeneity, Power, and Political Economy: Some Current Research Issues in the Archaeology of Old World Complex Societies",Gil J. Stein,,Journal of Archaeological Research,6,1998,1–1
"Stein, Gil - The Economic Organization of Northern Mesopotamian Urbanism in the 3 Millennium BC. Archaeological Perspecitives on Political Economies 2004 pp. 61-78.pdf",Structural Parameters and Sociocultural Factors in the Economic Organization of North Mesopotamian Urbanism in the Third Millennium B.C.,Gil Stein,,,,2004,
"Stein, Gil J. - Tell Zeidan Archaeological Report. Summer 08-09 (noPW).pdf",Tell Zeidan: A Unique Opportunity to Investigate Ubaid Society,Gil J. Stein,,,,2008,
"Stein, Gil Jeremy - Pastoral Production in Complex Societies. Diss U Penn 1988 (2).pdf",,Gil J. Stein,,,,1988,
"Stein, Gil Jeremy - Pastoral Production in Complex Societies. Diss U Penn 1988.pdf","Pastoral production in complex societies: Mid-late third millennium B.C. and medieval faunal remains from Gritille Höyük in the Karababa Basin, southeast Turkey",Gil J. Stein,University of Pennsylvania,,,1988,
Stein_1995_CKLR79_romlaw.pdf,,Gil J. Stein,,,Chi.-Kent L. Rev.,1995,1994-1995
"Steiner, G. - Kaufmanns- und handelssprachen im alten orient 04.pdf",Kaufmanns- und handelssprachen im alten orient,Gerd Steiner,,Iraq,39,1977,17-Nov
Steinkeller_04_3rdMpaleo.pdf,"Studies in Third Millennium Paleography, 4: Sign kisˇ",Piotr Steinkeller,Harvard University,,4,2004,175–185
"Stratford, Edward - Agents, Archives, and Risk. A Micronarrative Account of Old Assyrian Trade Through Salim-ahum's Activities in 1890 B.C. Diss Chicago 2010.pdf","AGENTS, ARCHIVES, AND RISK: A MICRONARRATIVE ACCOUNT OF OLD ASSYRIAN TRADE THROUGH ŠAL)- !ͪ5- 3 ACTIVITIES IN 1890 B.C.",EDWARD PAUL STRATFORD,"CHICAGO, ILLINOIS",,,2010,
Stratford_2015_Eponyms.pdf,"Successor Eponyms, Debt Notes, Intercalation, and the Old Assyrian Calendar during Kültepe Level II: A Critical Reappraisal",Edward Stratford,Brigham Young University,Journal of Near Eastern Studies,74,2015,301-324
Stratford_2015_Old Assyrian Literacy_Subartu_35.pdf,Proceedings of the 1st Kültepe International Meeting,Fikri Kulakoğlu & Cécile Michel,Kültepe,Subartu,XXXV,2013,1-249
Stratford_2015_Subartu_35.pdf,Proceedings of the 1st Kültepe International Meeting,Fikri Kulakoğlu & Cécile Michel,Kültepe,Subartu,XXXV,2013,1-249
"TCL 14, 1928.pdf",Tablettes cappadociennes,F. Thureau-Dangin,Paris,Textes cunéiformes,XIV,1928,41 planches
TMH1_TuM1.pdf,Die Keilschrifttexte aus Kleinasiens,Julius Lewy,Jena,,,1932,1–35
"TPAK, 1997 Michel, Cecile - Tablettes Paleo-Assyriennes de Kültepe, Vol. 1 (Kt  90-k). 1997.pdf",TABLETTES PALEO-ASSYRIENNES DE KULTEPE,Cecile MICHEL et Paul GARELLI,Istanbul,,1,1997,
"Tadmor, Hayin - The Aramaization of Assyria, aspects of western impact. BBVO 1, 1987 449-459.pdf",Mesopotamien und seine Nachbarn,"Hans Jörg Nissen, Johannes Renger",Berlin,Berliner Beiträge zum Vorderen Orient,1,1987,449–450
"Tallqvist, Knut - Old Assyrian Laws. OFVS 63, 1921.pdf",Old Assyrian Laws,Knut Tallqvist,Helsingfors,Finska Vetenskaps-Societetens Forhandlingar,LXIII,1921,3
"Teissier, Beatrice - Sealing and Seals on Texts from Kultepe Karum Level 2. PIHANS 70, 1994.pdf",Sealing and seals on texts from Kültepe Karum level 2,Beatrice Teissier,Istanbul,Uitgaven van het Nederlands Historisch-Archaeologisch Instituut te Istanbul,70,1994,
Thureau-Dangin_1909_VogueFS_repudiation.pdf,Un Acte de Répudiation sur une Tablette Cappadocienne,Fr. Thureau-Dangin,,,,1909,
Tobler_1971_Nature231_cappa_speculation.pdf,A Cappadocian Speculation,"W. Tobler, S. Weinburg",,Nature,231,1971,
TopoiSuppl10_Sommaire.pdf,"Femmes, cultures et sociétés dans les civilisations méditerranéennes et proche-orientales de l’Antiquité","Françoise Briquel-Chatonnet, Saba Farès, Brigitte Lion, Cécile Michel",Lyon,Topoi. Orient-Occident,10,2009,4-Mar
UGURYOL-KULAKOGLU_1-s2.0-S1296207413000186-main-libre.pdf,A preliminary study for the characterization of Kültepe’s adobe soils with the purpose of providing data for conservation and archaeology,"Mehmet U˘guryol, Fikri Kulako˘glu","Istanbul, Turkey",Journal of Cultural Heritage,xxx,2013,xxx.e1–xxx.e8
"Ulshofer, Andrea M. - Die Assyrischen Privaturkunden. FAOS 4, 1995.pdf",Die altassyrischen Privaturkunden,Andrea Marie Ulshöfer,Stuttgart,Altassyrische Texte und Untersuchungen,4,1995,484
"Unal, Ahmet - Fremde Götter in Hatti Einführung einer Babylonischen Gottheit in Hatti. ArAn 8.2, 2005 47-108.pdf",Fremde Götter in Hatti Einführung einer Babylonischen Gottheit in Hatti und Schwierigkeiten bei ihrer Kulterrichtung nach dem Orakeltext KUB 5.6,Ahmet ÜNAL,München,Archivum Anatolicum,8,2005,47-108
"Unger, Eckhard - Das Stadtbild von Assur. Der Alte Orient 27 3, 1929, pp. 1-43.pdf",Das Stadtbild von Assur,Eckhard Unger,Berlin,Der Alte Orient,27,1929,
Ups and down.pdf,"Ups and Downs at Kanesh. Chronology, History and Society in the Old Assyrian Period","Gojko Barjamovic, Thomas Hertel, Mogens Trolle Larsen",Leiden,PIHANS,5,2012,120
"Van Driel, DR. G. - The Cult of Aššur. SSN 13, 1969.pdf",The Cult of Assur,G. van Driel,Assen,STUDIA SEMITICA NEERLANDICA,1,1969,
"Veenhof - 3 Unusual AO Contracts, FS Kienast, AOAT 274 (2003) 694-705.pdf",Alter Orient und Altes Testament,"Manfried Dietrich, Oswald Loretz",Münster,Veröffentlichungen zur Kultur und Geschichte des Alten Orients und des Alten Testaments,274,2003,694–695
Veenhof 2022 NABU 2022-55.pdf,The redaction and interpretation of § 117-118 of the Laws of Hammurabi,Klaas R. Veenhof,,N.A.B.U.,2,2022,120
Veenhof 2022 Once more ana ittišu.pdf,"Once more ana e/ittišu, especially in Old Assyrian (OA)",K. R. VEENHOF,,,,2022,
Veenhof ed PIHANS 57 RAI 30 1986.pdf,Cuneiform Archives and Libraries,Klaas R. Veenhof,Leiden,PIHANS,LVII,1986,1-305
"Veenhof, K. & Eidem, J. - Mesopotamia, The Old Assyrian Period. OBO 160.5, 2008.pdf",The Old Assyrian Period,"Klaas R. Veenhof, Jesper Eidem",Fribourg,Orbis Biblicus et Orientalis,160/5,2008,13–134
"Veenhof, K. R. - 'Dying Tablets' and 'Hungry Silver' Elements of Figurative Language in Akkadian Commercial Terminology. 1987 41-75.pdf",Dying Tablets' and 'Hungry Silver' Elements of Figurative Language in Akkadian Commercial Terminology,"Klaas R. Veenhof, Jesper Eidem",London,School of Oriental and African Studies,,1987,1-143
"Veenhof, K. R. - Kültepe Tabletleri V. The Archive of Kuliya, son of Ali-abum (Kt. 92_k 188-263). AKT5, 2006.pdf",Kültepe Tabletleri V,K. R. Veenhof,Ankara,Türk Tarih Kurumu Yayınları,VI/33c,2006,
"Veenhof, K. R. - Some Social Effects of Old Assyrian Trade 17.pdf",Some Social Effects of Old Assyrian Trade,K. R. Veenhof,,Iraq,39,1977,109-118
"Veenhof, Klaas R. - 'Modern' Features in Old Assyrian Trade. JESHO 40, 1997, pp. 336-366.pdf",Modern Features in Old Assyrian Trade,Klaas R. Veenhof,Leiden University,Journal of the Economic and Social History of the Orient,40,1997,336-366
"Veenhof, Klaas R. - A New Volume of Old Assyrian Texts from Karum Kanesh. JEOL 41, 2008-09 179-202.pdf",A NEW VOLUME OF OLD ASSYRIAN TEXTS FROM KARUM KANESH,KLAAS R. VEENHOF,,,,2006,"xxii + 168 p., 74 color plates"
"Veenhof, Klaas R. - An Old Akkadian Private Letter. JEOL 24, 1975-76 105-110.pdf",AN OLD AKKADIAN PRIVATE LETTER,K. R. VEENHOF,Nijmegen,JAARBERICHT EX ORIENTE LUX,24,1975-1976,106-107
"Veenhof, Klaas R. - Ancient Mesopotamia and JESHO. JESHO 36-2 1993.pdf",Ancient Mesopotamia and JESHO,K. R. Veenhof,Leiden,Journal of the Economic and Social History of the Orient,36,1993,120-138
"Veenhof, Klaas R. - Aspects of Old Assyrian Commercial Law. I diritti del mondo cuneiforme. Cedant 4, 2008 246-269.pdf",Aspects of Old Assyrian Commercial Law,R. Veenhof,Universiteit Leiden,,,2008,
"Veenhof, Klaas R. - Aspects of Old Assyrian Trade and Terminology. SD 10, 1972.pdf",ASPECTS OF OLD ASSYRIAN TRADE AND ITS TERMINOLOGY,K. R. Veenhof,Leiden,STUDIA ET DOCUMENTA AD IURA ORIENTIS ANTIQUI PERTINENTIA,X,1972,
"Veenhof, Klaas R. - Assum Samas, By Samas!, and Similar Formulas. JCS 30, 1978 186-188.pdf","Aššum Šamaš, ""By Šamaš!,"" and Similar Formulas",Klaas R. Veenhof,Amsterdam,Journal of Cuneiform Studies,30,1978,186-188
"Veenhof, Klaas R. - Kanesh. An Assyrian Colony in Anatolia. CANE 2, 1995, pp. 859-871.pdf",Kanesh: An Assyrian Colony in Anatolia,KLAAS R. VEENHOF,,,,1995,
"Veenhof, Klaas R. - Mesopotamia, The Old Assyrian Period. OBO 160.5, 2008, pp. 1-207.pdf","Mesopotamia, The Old Assyrian Period",KLAAS R. VEENHOF,,,,2008,
"Veenhof, Klaas R. - Modern Features in Old Assyrian Trade. JESHO 40-4 1997 336-366.pdf",MODERN FEATURES IN OLD ASSYRIAN TRADE,KLAAS R. VEENHOF,Leiden University,JESHO,40,1997,337
"Veenhof, Klaas R. - Observations on Old Assyrian memorandums, with particular reference to kt c-k 839. JEOL 28, 1983-84 10-23.pdf",OBSERVATIONS ON OLD ASSYRIAN MEMORANDUMS,K. R. VEENHOF,Leiden,,,1983-1984,
"Veenhof, Klaas R. - On the Identification of Old Assyrian Seals. FS Tunca.pdf",ON THE IDENTIFICATION OF OLD ASSYRIAN SEALS,KLAAS R. VEENHOF,,JEOL,,2018-2019,
"Veenhof, Klaas R. - Reivew of Metthews, Cities, Seals and Writing Archaic Seal Impressions from Jemded Nasr. JESHO 37-2 1994.pdf","Cities, Seals and Writing Archaic Seal Impressions from Jemdet Nasr",Roger J. Matthews,,Journal of the Economic and Social History of the Orient,37,1994,186-189
"Veenhof, Klaas R. - Review of Harper et al, The Royal City of Susa. Ancient Near Eastern Treasures in the Louvre. JESHO 37-2 1994.pdf",The Royal City of Susa. Ancient Near Eastern Treasures in the Louvre,P. O. Harper; J. Aruz; F. Tallon,,Journal of the Economic and Social History of the Orient,37,1994,185-186
"Veenhof, Klaas R. - Review of Kraus, The Role of the Temples from the Third Dynasty of Ur to the First Dynasty of Babylon. JESHO 37-2 1994.pdf",The Role of the Temples from the Third Dynasty of Ur to the First Dynasty of Babylon,F. R. Kraus,,Journal of the Economic and Social History of the Orient,37,1994,183-185
"Veenhof, Klaas R. - Review of Notes on a New Volume of Old Assyrian Texts by Karl Hecker. JAOS 122 4, 2002, pp. 797-802.pdf",Notes on a New Volume of Old Assyrian Texts,Klaas Veenhof,Leiden University,Journal of the American Oriental Society,122,2002,797-802
"Veenhof, Klaas R. - Review of Notes on a New Volume of Old Assyrian Texts by L. Hecker et al. JAOS 122 4, 2002, pp. 797-802.pdf",Notes on a New Volume of Old Assyrian Texts,Klaas Veenhof,Leiden University,Journal of the American Oriental Society,122,2002,797-802
"Veenhof, Klaas R. - Some Social Effects of Old Assyrian Trade. Iraq 39, 1977, pp. 109-118.pdf",Some Social Effects of Old Assyrian Trade,K. R. Veenhof,,Iraq,39,1977,109-118
"Veenhof, Klaas R. - Some displaced Tablets from Karum Kanesh (Kultepe). AoF 35 1, 2008, pp. 10-27.pdf",Some displaced Tablets from Ka¯rum Kanesh (Kültepe),Klaas R. Veenhof,,Altoriental. Forsch.,35,2008,10–27
"Veenhof, Klaas R. - The Archive of Kuliya, Son of Ali-abum (Kt. 92-k 188-263). TTKY VI, AKT 5, 2008 (preprint).pdf",ANKARA KÜLTEPE TABLETLERİ,KLAAS R. VEENHOF,Ankara,Kültepe Bilimsel Yayınları,VI,2008,
"Veenhof, Klaas R. - The Archive of Kuliya, Son of Ali-abum (Kt. 92-k 188-263). TTKY VI, AKT 5, 2008.pdf",ANKARA KÜLTEPE TABLETLERİ V,KLAAS R. VEENHOF,Ankara,Kültepe Bilimsel Yayınları,VI,2008,
"Veenhof, Klaas R. - The Old Assyrian Hamuštum Period. A Seven-Day Week. JEOL 34 1995-1996, pp. 4-41(cut).pdf",The Old Assyrian hamuiturn-period: a seven-day week,K.R. VEENHOF,,"Journal of the Ancient Near Eastern Society ""Ex Oriente Lux""",34,1995-1996,
"Veenhof, Klaas R. - The Old Assyrian Hamuštum Period. A Seven-Day Week. JEOL 34 1995-1996, pp. 4-41.PDF",The Old Assyrian hamuiturn-period: a seven-day week,K.R. VEENHOF,Leiden,"JOURNAL OF THE ANCIENT NEAR EASTERN SOCIETY ""EX ORIENTE LUX""",,1995-1996,
"Veenhof, Klaas R. - The Old Assyrian List of Year Eponyms from Karum Kanish. TTKY 64, 2003 (2).pdf",THE OLD ASSYRIAN LIST OF YEAR EPONYMS FROM KARUM KANISH AND ITS CHRONOLOGICAL IMPLICATIONS,KLAAS R. VEENHOF,Ankara,PUBLICATIONS OF THE TURKISH HISTORICAL SOCIETY,VI,2003,64
"Veenhof, Klaas R. - The Old Assyrian List of Year Eponyms from Karum Kanish. TTKY 64, 2003.pdf",THE OLD ASSYRIAN LIST OF YEAR EPONYMS FROM KARUM KANISH AND ITS CHRONOLOGICAL IMPLICATIONS,KLAAS R. VEENHOF,Ankara,PUBLICATIONS OF THE TURKISH HISTORICAL SOCIETY,VI,2003,64
"Veenhof, Klaas R. - The Old Assyrian List of Year Eponyms from Karum Kanish. TTKY VI 64, 2003.pdf",THE OLD ASSYRIAN LIST OF YEAR EPONYMS FROM KARUM KANISH AND ITS CHRONOLOGICAL IMPLICATIONS,KLAAS R. VEENHOF,Ankara,Publications of the Turkish Historical Society,VI,2003,64
"Veenhof, Klaas R. - The Relation between Royal Decrees and 'Law Codes' of the Old Babylonian Period. JEOL 35-36, 1997-2000 49-83.pdf",THE RELATION BETWEEN ROYAL DECREES AND `LAW CODES' OF THE OLD BABYLONIAN PERIOD,KLAAS R. VEENHOF,LEIDEN,"JAARBERICHT ""EX ORIENTE LUX""",35-36,1997-2000,50
"Veenhof, Klaas R. - The Relation between Royal Decrees and Law Codes of the Old Babylonian Period. JEOL 35-36, 1997-00 49-83.pdf",THE RELATION BETWEEN ROYAL DECREES AND 'LAW CODES' OF THE OLD BABYLONIAN PERIOD,KLAAS R. VEENHOF,LEIDEN,,,1997-2000,35-36
"Veenhof, Klaas R. - The Sequence of the 'Overseers of the Merchants' at Sippar and the Date of the Year-Eponymy of Habil-Kenum. JEOL 30, 1987-88 32-37.pdf","THE SEQUENCE OF THE ""OVERSEERS OF THE MERCHANTS"" AT SIPPAR AND THE DATE OF THE YEAR-EPONYMY OF HABIL-KÉNUM",KLAAS R. VEENHOF,LEIDEN,,,1987-1988,
"Veenhof, Klaas R. - Three Unusual Old Assyrian Contracts, FS Kienast. AOAT 274, 2003, pp. 694-705.pdf",Alter Orient und Altes Testament,"Manfried Dietrich, Oswald Loretz",Münster,,274,2003,694–695
"Veenhof, Klaas R. - Two silip remim Adoptions from Sippar. MHEOP 2, 1994 143-153.pdf",TWO ship rémim ADOPTIONS FROM SIPPAR,K.R. VEENHOF,,,,1994,
"Veenhof, Klaas R. - et al - Cuneiform Tablets of the Schoneveld Collection. JEOL 33 1993-1994, pp. 108-143.PDF",CUNEIFORM TABLETS OF THE SCHONEVELD COLLECTION,"A.C.V.M. BONGENAAR, TH.J.H. KRISPIJN, R. DE MAAIJER, K.R. VEENHOF",Leiden,"Jaarbericht van het Vooraziatisch-Egyptisch Genootschap ""Ex Oriente Lux""",,1993-1994,5
"Veenhof, Klaas R. ed. - Houses and Households in Ancient Mesopotamia, RAI 40. PIHANS 78, 1996 (2).pdf",HOUSES AND HOUSEHOLDS IN ANCIENT MESOPOTAMIA,Klaas R. Veenhof,Leiden,Uitgaven van het Nederlands Historisch-Archaeologisch Instituut te Istanbul,LXXVIII,1996,
"Veenhof, Klaas R. ed. - Houses and Households in Ancient Mesopotamia, RAI 40. PIHANS 78, 1996.pdf",Houses and Households in Ancient Mesopotamia,Klaas R. Veenhof,Istanbul,Uitgaven van het Nederlands Historisch-Archaeologisch Instituut te Istanbul,78,1996,
Veenhof_1995a_oalaw.pdf,"""IN ACCORDANCE WITH THE WORDS OF THE STELE"": EVIDENCE FOR OLD ASSYRIAN LEGISLATION.",Klaas R. Veenhof,,,,1995,1994-1995
Veenhof_1996b_HirschFS_black_dog.pdf,An Old Assyrian Incantation Against a Black Dog,Klaas R. Veenhof,Leiden,,,1996,
Veenhof_1997b_JESHO40_Modern_Features.pdf,"""MODERN"" FEATURES IN OLD ASSYRIAN TRADE",Klaas R. Veenhof,,,34,1997,1
Veenhof_1998_JAOS review Die altassyrischen Privaturkunden.pdf,Die altassyrischen Privaturkunden,Andrea Maria Ulshöfer,,Journal of the American Oriental Society,118,1998,582-585
Veenhof_2010 - ancient assur.pdf,"Ancient Assur: The City, its Traders, and its Commercial Network",Klaas R. Veenhof,The Netherlands,Journal of the Economic and Social History of the Orient,53,2010,39-82
Veenhof_2013_Archives.pdf,"The Archives of Old Assyrian Traders: their Nature, Functions and Use",Klaas R. Veenhof,,,,2013,
Veenhof_2017_PostgateFS_Anatolian debtnotes.pdf,Seven Debt-Notes of Anatolians from Ancient Kanesh,Klaas R. Veenhof,,,,2017,
Veldhuis_2000_JCS52_Kassite_Excercises.pdf,KASSITE EXERCISES: LITERARY AND LEXICAL EXTRACTS,Niek Veldhuis,Groningen University,JCS,52,2000,67–68
"Walker, C. & M. Dick - The Induction of the Cult Image in Ancient Mesopotamia. The Mesopotamian Mis Pi Ritual. SAALT 1, 2001.pdf",State Archives of Assyria Literary Texts,Christopher Walker and Michael Dick,,State Archives of Assyria Literary Texts,1,2001,
Westbrook_2001_socialjustice.pdf,SOCIAL JUSTICE AND CREATIVE JURISPRUDENCE IN LATE BRONZE AGE SYRIA,RAYMOND WESTBROOK,Johns Hopkins University,JESHO,44,2001,23-Jan
"Westenholz, A. - Diplomatic and Commercial Aspects of Temple Offerings as Illustrated by a Newly Discovered Text 05.pdf",Diplomatic and Commercial Aspects of Temple Offerings as Illustrated by a Newly Discovered Text,Aage Westenholz,,Iraq,39,1977,19-21
